taz1454,job_count,da_15,da_30,da_45,walk_15,walk_30,walk_45,bike_15,bike_30,bike_45,wTrnW_15,wTrnW_30,wTrnW_45
1414.0,601,18694.0,121442.0,558788.0,0,601.0,5674.0,8244.0,13252.0,18694.0,0,0,0.0
1415.0,2402,2691.0,5932.0,97154.0,0,0.0,2402.0,2402.0,2691.0,2691.0,0,0,0.0
1416.0,289,2691.0,3497.0,77076.0,0,0.0,289.0,289.0,2691.0,2691.0,0,0,0.0
1417.0,86,3488.0,81188.0,376464.0,0,0.0,86.0,86.0,3488.0,21584.0,0,0,0.0
1418.0,401,401.0,56362.0,212985.0,0,0.0,0.0,0.0,401.0,4601.0,0,0,0.0
1419.0,424,19284.0,113786.0,770448.0,0,424.0,1210.0,3402.0,15121.0,48067.0,0,0,0.0
1420.0,798,15035.0,107790.0,752162.0,0,798.0,798.0,1197.0,13831.0,44053.0,0,0,0.0
1421.0,4014,63240.0,242165.0,1045598.0,0,4014.0,4014.0,4740.0,38816.0,58037.0,0,0,0.0
1422.0,726,59157.0,204527.0,1005476.0,0,726.0,726.0,10761.0,23132.0,48868.0,0,0,0.0
1423.0,795,54050.0,170701.0,973453.0,0,795.0,795.0,1521.0,15269.0,37023.0,0,0,0.0
1424.0,5226,61165.0,207650.0,1018628.0,0,5226.0,5226.0,5952.0,15269.0,46371.0,0,0,0.0
1425.0,4508,54446.0,208903.0,1013417.0,0,0.0,4508.0,4508.0,33357.0,49654.0,0,0,0.0
1426.0,559,48199.0,170323.0,921077.0,0,0.0,559.0,559.0,24106.0,58040.0,0,0,0.0
1427.0,2392,68711.0,264188.0,1042008.0,0,2392.0,18088.0,18088.0,42907.0,63250.0,0,0,0.0
1428.0,7833,66156.0,314552.0,1097966.0,0,7833.0,13891.0,21754.0,42121.0,63164.0,0,0,0.0
1429.0,3666,62482.0,307454.0,1046901.0,0,3666.0,18158.0,20550.0,46358.0,66044.0,0,0,0.0
1430.0,6659,73291.0,304160.0,1080612.0,0,6659.0,13921.0,30144.0,52814.0,69078.0,0,0,2192.0
1431.0,1204,59464.0,262614.0,1019375.0,0,1204.0,10255.0,18088.0,44057.0,63250.0,0,0,0.0
1432.0,1793,52475.0,205996.0,964932.0,1793,2192.0,2730.0,13033.0,47666.0,65650.0,0,399,10816.0
1433.0,399,44341.0,161231.0,910683.0,399,2192.0,2978.0,4738.0,35134.0,62856.0,0,1793,9238.0
1434.0,786,27301.0,118271.0,803648.0,0,786.0,1609.0,3402.0,25342.0,52575.0,0,0,2192.0
1435.0,538,48702.0,225949.0,955325.0,0,538.0,4765.0,9327.0,43007.0,63214.0,0,0,4227.0
1436.0,2434,50061.0,244264.0,984118.0,0,2434.0,9094.0,17546.0,47895.0,69809.0,0,0,4290.0
1437.0,4163,73718.0,515734.0,1113866.0,0,4163.0,6597.0,15753.0,46114.0,69723.0,0,0,0.0
1438.0,3701,69469.0,607509.0,1102349.0,3701,7959.0,9918.0,9918.0,40697.0,65190.0,0,0,157.0
1440.0,1959,66152.0,418371.0,1047475.0,0,1959.0,12352.0,16515.0,51156.0,70915.0,0,0,6692.0
1441.0,4258,69469.0,603381.0,1096204.0,4258,7959.0,9918.0,9918.0,41720.0,65681.0,0,0,2116.0
1442.0,2147,44205.0,532537.0,982022.0,2147,4329.0,7371.0,8482.0,34173.0,59100.0,0,0,2182.0
1443.0,2182,59390.0,596258.0,1033023.0,2182,4329.0,7123.0,10157.0,34616.0,59100.0,0,0,2304.0
1444.0,1111,48932.0,560321.0,1010803.0,0,1111.0,4238.0,6385.0,22044.0,47272.0,0,0,0.0
1445.0,945,43714.0,444245.0,969487.0,0,945.0,2056.0,5607.0,21887.0,41813.0,0,0,0.0
1446.0,1369,26207.0,236972.0,891367.0,0,1369.0,1812.0,2757.0,13581.0,28641.0,0,0,0.0
1447.0,443,17996.0,174629.0,834641.0,0,443.0,1812.0,1812.0,6050.0,22044.0,0,0,0.0
1448.0,5484,40343.0,547674.0,956515.0,0,5484.0,5484.0,5641.0,12059.0,49630.0,0,0,0.0
1449.0,157,55484.0,583555.0,1028056.0,0,157.0,157.0,5641.0,14853.0,41196.0,0,0,3701.0
1450.0,730,34173.0,513247.0,931265.0,0,730.0,730.0,3069.0,26207.0,41813.0,0,0,0.0
1451.0,1359,34173.0,320602.0,906326.0,0,1359.0,3506.0,7371.0,20723.0,41813.0,0,0,0.0
1452.0,1683,35154.0,373196.0,922195.0,0,1683.0,6012.0,7371.0,22092.0,49664.0,0,0,0.0
1453.0,491,8749.0,138747.0,743562.0,0,0.0,491.0,491.0,8749.0,22506.0,0,0,0.0
1454.0,405,405.0,4673.0,91223.0,0,0.0,0.0,0.0,405.0,491.0,0,0,0.0
