taz1454,job_count,da_15,da_30,da_45,walk_15,walk_30,walk_45,bike_15,bike_30,bike_45,wTrnW_15,wTrnW_30,wTrnW_45
1.0,18473,419505.0,936197.0,1536735.0,158802,212630.0,281267.0,323784.0,390470.0,421552.0,196746,390103,576744.0
2.0,24007,419230.0,932643.0,1516616.0,143799,240617.0,301609.0,326067.0,392921.0,421552.0,183580,372361,532399.0
3.0,659,397528.0,923023.0,1511293.0,121245,247203.0,303239.0,329326.0,393172.0,421552.0,179883,362743,519395.0
4.0,14034,422457.0,954100.0,1547235.0,171485,250511.0,304003.0,331060.0,394262.0,421552.0,205867,398770,553920.0
5.0,11566,408130.0,952123.0,1533670.0,119541,247034.0,304946.0,336832.0,394867.0,423024.0,214538,388130,541401.0
6.0,4426,398932.0,947372.0,1519228.0,49357,246962.0,308627.0,338153.0,394623.0,421552.0,132194,342792,485420.0
7.0,6192,403628.0,943101.0,1523348.0,39451,244384.0,311126.0,340906.0,396801.0,424645.0,194331,368223,513082.0
8.0,2716,409096.0,941184.0,1530346.0,56445,258993.0,319019.0,342389.0,398361.0,427520.0,172601,378677,519060.0
9.0,7830,406097.0,951604.0,1532688.0,43577,195098.0,323493.0,350753.0,405900.0,430514.0,123286,366328,497143.0
10.0,3309,420045.0,962238.0,1560892.0,42473,161168.0,314640.0,347662.0,407564.0,430514.0,173151,380634,501710.0
11.0,9326,437357.0,964140.0,1575897.0,69342,262152.0,311627.0,340602.0,401064.0,430350.0,176304,357417,514580.0
12.0,7983,424476.0,949660.0,1556141.0,159596,249330.0,298350.0,333152.0,394677.0,423024.0,204932,387543,547707.0
13.0,14696,435171.0,977369.0,1563933.0,160402,234429.0,298350.0,324081.0,393562.0,421552.0,192944,378033,538382.0
14.0,14177,433006.0,977796.0,1561977.0,156848,225234.0,287762.0,322034.0,391842.0,421552.0,194433,385831,553301.0
15.0,11286,420491.0,937985.0,1540471.0,145543,206362.0,282526.0,320392.0,388051.0,421076.0,179105,371739,541085.0
16.0,23799,441638.0,986003.0,1582302.0,133193,219501.0,284116.0,320556.0,388219.0,421552.0,131740,316761,485596.0
17.0,4738,447747.0,996906.0,1594845.0,39368,205301.0,264825.0,312203.0,391337.0,421552.0,40531,305370,458069.0
18.0,4584,441324.0,1009466.0,1616264.0,25909,184661.0,284025.0,328577.0,395673.0,424645.0,48644,320289,442359.0
19.0,7976,437733.0,991126.0,1592038.0,28610,93371.0,276748.0,345766.0,401318.0,431197.0,10337,287341,430112.0
20.0,3360,436040.0,959040.0,1576567.0,26335,171088.0,297019.0,348595.0,401405.0,430514.0,41454,318570,466411.0
21.0,2364,442484.0,972787.0,1590633.0,50772,238734.0,297946.0,331897.0,396476.0,424645.0,118803,338512,483425.0
22.0,6692,409423.0,922447.0,1520729.0,117643,218248.0,267976.0,313385.0,385729.0,411994.0,142661,367729,533754.0
23.0,6407,370214.0,909442.0,1494875.0,27107,192343.0,246034.0,302910.0,381182.0,410927.0,36451,256200,427300.0
24.0,10396,385780.0,913200.0,1503176.0,90317,227692.0,272215.0,314068.0,386540.0,411994.0,138210,323302,488480.0
25.0,2238,386783.0,918908.0,1495397.0,97488,226742.0,288373.0,324802.0,389327.0,413991.0,162804,337544,476475.0
26.0,1034,390705.0,916771.0,1496178.0,110101,242465.0,303239.0,328263.0,392921.0,413991.0,184736,347971,499494.0
27.0,1222,387041.0,912223.0,1495229.0,73202,240689.0,306484.0,328263.0,390972.0,413991.0,143671,342527,469682.0
28.0,423,393765.0,923436.0,1503840.0,60899,245596.0,307621.0,333174.0,392427.0,421552.0,123426,340411,466896.0
29.0,2065,399510.0,953424.0,1526226.0,77145,254609.0,307327.0,335901.0,394262.0,421552.0,125208,333815,474515.0
30.0,1032,399878.0,947694.0,1518222.0,37590,214277.0,326231.0,349581.0,398414.0,430350.0,139256,356039,494138.0
31.0,1705,397971.0,926184.0,1503429.0,32732,205627.0,324346.0,344744.0,398361.0,424645.0,24452,340154,447630.0
32.0,1995,394996.0,908449.0,1486276.0,14354,217765.0,310281.0,343133.0,396691.0,424645.0,72366,340537,447993.0
33.0,981,384781.0,883174.0,1444358.0,12800,152375.0,297678.0,337669.0,392597.0,421552.0,26432,317601,438759.0
34.0,734,380010.0,857891.0,1362517.0,17558,131054.0,283423.0,333652.0,390700.0,413991.0,16194,320206,403641.0
35.0,288,382821.0,894634.0,1478702.0,17349,216001.0,288411.0,324403.0,388446.0,413515.0,93912,321376,438005.0
36.0,1543,371310.0,883482.0,1468042.0,57378,230465.0,279407.0,318335.0,386666.0,412349.0,62593,322821,451039.0
37.0,2848,370774.0,898308.0,1489334.0,58923,210566.0,269821.0,312210.0,382535.0,411994.0,44607,304673,429255.0
38.0,764,352659.0,875899.0,1443306.0,21248,136557.0,258040.0,308680.0,378550.0,411254.0,24306,282809,420380.0
39.0,555,371437.0,850455.0,1401027.0,22584,141825.0,256794.0,310375.0,382557.0,411994.0,24590,282965,406081.0
40.0,6586,363615.0,851485.0,1368328.0,15496,59294.0,235438.0,308992.0,383499.0,411994.0,17284,295166,399644.0
41.0,7621,360566.0,876567.0,1424310.0,19917,114302.0,234941.0,293641.0,378542.0,410927.0,14534,290444,391226.0
42.0,452,328529.0,909574.0,1520770.0,0,0.0,452.0,452.0,452.0,452.0,0,28873,231767.0
43.0,1495,367508.0,814297.0,1304646.0,4255,28183.0,73500.0,249376.0,382546.0,411994.0,5731,237240,375242.0
44.0,915,375127.0,836128.0,1347113.0,3144,39697.0,163324.0,298484.0,383024.0,411994.0,5055,253331,380781.0
45.0,2808,383770.0,841867.0,1352416.0,5593,44768.0,188491.0,325379.0,389016.0,413466.0,2476,254958,376274.0
46.0,1153,391536.0,888708.0,1444880.0,12935,120575.0,294533.0,345251.0,396092.0,417084.0,58072,337003,448012.0
47.0,1930,391954.0,857891.0,1379388.0,5499,36687.0,175372.0,329006.0,395448.0,417084.0,16786,318605,423746.0
48.0,602,392292.0,836128.0,1347406.0,7249,38632.0,103313.0,318167.0,396942.0,417084.0,14897,319983,406033.0
49.0,1136,379004.0,833692.0,1346588.0,8226,39417.0,143793.0,312760.0,391698.0,419475.0,7036,287555,378169.0
50.0,1750,368957.0,812301.0,1304542.0,5078,21525.0,70145.0,213894.0,388005.0,419475.0,2410,111085,368706.0
51.0,95,322982.0,799918.0,1259925.0,3340,18668.0,48751.0,110964.0,376485.0,417478.0,915,90223,369922.0
52.0,4808,131397.0,712993.0,1177964.0,4808,4903.0,16738.0,42596.0,369510.0,413280.0,0,11504,232270.0
53.0,1303,133611.0,768482.0,1263408.0,1303,7886.0,26815.0,42699.0,390490.0,433224.0,1088,42062,355220.0
54.0,442,64481.0,632001.0,1167639.0,442,1848.0,4934.0,11776.0,142565.0,425042.0,0,18182,237205.0
55.0,692,67995.0,633090.0,1163321.0,1406,2291.0,8893.0,15392.0,214601.0,420230.0,1157,49897,359731.0
56.0,8,68821.0,634196.0,1159802.0,8,3629.0,8643.0,16752.0,270568.0,416775.0,3795,32908,328090.0
57.0,89,105297.0,681138.0,1190921.0,807,4033.0,12235.0,22308.0,357770.0,419964.0,0,24800,326599.0
58.0,718,118126.0,705037.0,1199665.0,2215,7509.0,15801.0,26021.0,372824.0,427198.0,5542,61902,364875.0
59.0,714,82320.0,638445.0,1178509.0,1406,3608.0,8643.0,22021.0,293769.0,426091.0,1853,47582,357440.0
60.0,139,122412.0,733451.0,1230387.0,574,5830.0,16537.0,30370.0,376406.0,428674.0,460,46012,337509.0
61.0,435,135450.0,719861.0,1200732.0,1292,8201.0,16419.0,34320.0,378050.0,428674.0,7464,147735,378539.0
62.0,973,155903.0,738724.0,1215276.0,3822,9526.0,18887.0,41189.0,382258.0,421408.0,7857,136034,379782.0
63.0,460,171928.0,744755.0,1213143.0,2432,11955.0,23356.0,38680.0,384964.0,428946.0,3431,63293,369358.0
64.0,999,210572.0,777943.0,1252383.0,4988,14681.0,28893.0,54055.0,388975.0,428946.0,4235,117129,385853.0
65.0,1671,244263.0,783090.0,1241516.0,5819,13757.0,33944.0,57285.0,386415.0,422884.0,11394,212852,388449.0
66.0,2176,337008.0,806610.0,1269052.0,7806,15817.0,37230.0,79967.0,385868.0,422884.0,12649,239982,396877.0
67.0,1858,305175.0,811857.0,1287964.0,5542,19930.0,38078.0,77974.0,398253.0,428638.0,10663,254027,400969.0
68.0,509,287786.0,809221.0,1288180.0,2367,21962.0,37693.0,85624.0,399685.0,428638.0,4625,153645,382701.0
69.0,1672,387965.0,826215.0,1340404.0,6019,25895.0,67287.0,176982.0,402316.0,420123.0,8575,265731,386806.0
70.0,1768,378689.0,813254.0,1311810.0,3440,28169.0,55668.0,179543.0,396980.0,422732.0,17128,293178,407749.0
71.0,2101,376402.0,807768.0,1291450.0,4277,18296.0,53911.0,121548.0,385665.0,420898.0,7407,203220,382003.0
72.0,1028,387274.0,843227.0,1357886.0,6605,39362.0,116344.0,323116.0,398334.0,422789.0,15211,310627,408655.0
73.0,803,395086.0,896952.0,1445307.0,16207,77841.0,290823.0,349345.0,397238.0,427520.0,17219,325077,429643.0
74.0,4417,392791.0,855757.0,1391522.0,8196,54645.0,220412.0,349562.0,397436.0,419959.0,3158,284923,402240.0
75.0,2756,398710.0,911466.0,1481592.0,21819,172827.0,318709.0,345754.0,398253.0,427520.0,54138,345289,455128.0
76.0,2174,402894.0,935074.0,1518994.0,23373,129260.0,316567.0,354264.0,402551.0,430514.0,34943,342762,459020.0
77.0,1390,399492.0,893737.0,1453322.0,10466,78930.0,254283.0,349087.0,400964.0,430350.0,61777,353021,473848.0
78.0,423,403287.0,922009.0,1496303.0,15601,89613.0,269329.0,353148.0,405755.0,430514.0,24128,334302,438401.0
79.0,2754,406989.0,939621.0,1526133.0,19358,95872.0,303290.0,356238.0,408012.0,431555.0,25690,354119,460204.0
80.0,227,405510.0,938750.0,1536121.0,9404,76058.0,180621.0,340634.0,408302.0,431863.0,9867,328353,449234.0
81.0,2641,407325.0,908345.0,1504549.0,12695,72576.0,201275.0,339340.0,409433.0,435301.0,36635,354916,467094.0
82.0,1300,410652.0,908324.0,1500832.0,8170,51840.0,135815.0,322783.0,411254.0,437252.0,21655,357297,461447.0
83.0,237,338158.0,822451.0,1360934.0,2120,18879.0,71543.0,183051.0,407334.0,435301.0,0,181465,397395.0
84.0,583,398507.0,882086.0,1430614.0,3737,31253.0,105260.0,271631.0,407099.0,435301.0,13619,342150,458780.0
85.0,1059,396413.0,887545.0,1428917.0,5748,42759.0,108902.0,268933.0,406652.0,431555.0,8180,276067,423841.0
86.0,558,395716.0,855913.0,1381274.0,9317,42531.0,115202.0,294710.0,403869.0,430514.0,4944,300504,418090.0
87.0,2021,385476.0,844509.0,1366673.0,6613,24400.0,66705.0,156363.0,403141.0,423154.0,5818,185108,397938.0
88.0,1861,392611.0,861648.0,1375134.0,4525,18367.0,64760.0,150338.0,404338.0,431555.0,7281,289030,421352.0
89.0,643,277154.0,823329.0,1335282.0,2504,13244.0,43893.0,106791.0,406476.0,435301.0,10805,277347,411477.0
90.0,1303,189361.0,813039.0,1303780.0,1303,7937.0,26238.0,60239.0,403918.0,429691.0,4688,122094,392610.0
91.0,127,195782.0,803860.0,1317103.0,174,6328.0,24859.0,75633.0,405608.0,437252.0,0,18326,344760.0
92.0,47,189199.0,791265.0,1327697.0,174,1283.0,13223.0,39980.0,411983.0,440132.0,0,4345,254214.0
93.0,300,279275.0,821772.0,1386568.0,300,2877.0,30742.0,88063.0,415414.0,440132.0,0,26923,358848.0
94.0,486,398602.0,842593.0,1391342.0,1779,20385.0,74814.0,151156.0,413942.0,439370.0,1300,269868,423006.0
95.0,230,208486.0,818892.0,1378352.0,1510,13905.0,52549.0,114747.0,415463.0,441242.0,0,105143,384795.0
96.0,225,209662.0,837057.0,1399205.0,1967,10314.0,32892.0,89996.0,417084.0,442121.0,780,65301,372549.0
97.0,780,288462.0,893668.0,1442262.0,4397,20826.0,45592.0,116422.0,413291.0,443666.0,1851,66608,426774.0
98.0,569,375661.0,856413.0,1410312.0,3956,23512.0,51278.0,135943.0,413291.0,440815.0,3766,139172,400861.0
99.0,574,399197.0,913454.0,1465539.0,4617,24345.0,52105.0,143261.0,411848.0,443666.0,8424,307383,479310.0
100.0,1766,408221.0,924014.0,1506134.0,9973,34698.0,81319.0,161417.0,410587.0,443163.0,42873,355109,503640.0
101.0,3117,420798.0,911242.0,1531968.0,11736,46406.0,98982.0,306757.0,412126.0,440429.0,11420,310496,463443.0
102.0,515,417876.0,898036.0,1492320.0,8188,40547.0,96767.0,235020.0,413942.0,440053.0,1440,170555,423995.0
103.0,1063,400543.0,863027.0,1435478.0,4073,36535.0,89627.0,197380.0,411994.0,437252.0,2009,238912,417610.0
104.0,1440,412267.0,894885.0,1493293.0,7869,42022.0,118429.0,323064.0,411994.0,437252.0,20945,336707,469863.0
105.0,910,411680.0,926698.0,1541792.0,10456,62338.0,184651.0,338674.0,410785.0,437252.0,11046,321293,469440.0
106.0,3423,406299.0,938087.0,1541496.0,12845,77599.0,209587.0,334746.0,410495.0,437252.0,23187,327881,478609.0
107.0,10297,444007.0,995115.0,1591765.0,27388,91674.0,268764.0,343140.0,409082.0,435984.0,15588,329608,456025.0
108.0,2393,419679.0,983089.0,1586089.0,11565,58471.0,196874.0,321556.0,399133.0,431197.0,8672,255931,407580.0
109.0,6247,437789.0,1008289.0,1615620.0,15569,173522.0,277844.0,328340.0,395673.0,424645.0,74142,324138,463283.0
110.0,1712,416976.0,947671.0,1575451.0,7959,40568.0,235519.0,300102.0,391141.0,422235.0,6655,250361,397520.0
111.0,2071,398913.0,964486.0,1581716.0,3178,14226.0,68742.0,277941.0,390322.0,433118.0,2212,225984,401074.0
112.0,500,407500.0,980678.0,1590823.0,6267,26669.0,99695.0,278509.0,397841.0,431573.0,2767,225233,408096.0
113.0,607,375899.0,947240.0,1571987.0,3595,20097.0,67272.0,158559.0,399301.0,439856.0,417,113708,365352.0
114.0,696,389139.0,930159.0,1552779.0,3589,42853.0,108985.0,289707.0,400015.0,434159.0,2893,217765,418952.0
115.0,583,387033.0,951403.0,1574973.0,1469,32804.0,85037.0,163897.0,406145.0,439856.0,417,113309,371054.0
116.0,2446,391460.0,905480.0,1521010.0,16742,49905.0,100477.0,298858.0,409645.0,438311.0,10297,219278,438934.0
117.0,469,391517.0,950041.0,1575041.0,9418,32845.0,95501.0,202092.0,408050.0,441781.0,2183,214276,443655.0
118.0,413,382516.0,912085.0,1496741.0,6292,26836.0,70429.0,140290.0,410587.0,442030.0,5312,288561,472284.0
119.0,207,352489.0,931264.0,1536794.0,1834,26638.0,67485.0,127673.0,406777.0,439856.0,830,136070,409084.0
120.0,417,401204.0,957059.0,1589914.0,3024,36216.0,78494.0,143753.0,414338.0,462697.0,14342,275426,414638.0
121.0,328,370720.0,941901.0,1578281.0,952,11245.0,57160.0,112952.0,410078.0,442739.0,0,48339,326893.0
122.0,506,319843.0,933153.0,1536049.0,4718,15920.0,51220.0,107090.0,417713.0,464519.0,4114,157332,420576.0
123.0,2348,315183.0,914963.0,1498756.0,5416,16733.0,51057.0,103663.0,423681.0,445603.0,8342,240111,464144.0
124.0,313,223506.0,887169.0,1442826.0,3715,9180.0,35702.0,67812.0,420730.0,446368.0,5331,175682,443335.0
125.0,98,398580.0,950578.0,1598441.0,98,17849.0,36936.0,66601.0,413727.0,466908.0,0,64120,379994.0
126.0,135,273289.0,905000.0,1488845.0,448,10411.0,32135.0,65170.0,421329.0,466959.0,6550,178931,451335.0
127.0,436,209175.0,882791.0,1439208.0,1232,11368.0,27446.0,68152.0,428770.0,445603.0,4732,216314,455951.0
128.0,483,271948.0,907092.0,1464108.0,4360,16396.0,43646.0,98972.0,428405.0,445603.0,6347,104614,449705.0
129.0,163,208208.0,828706.0,1376049.0,813,7972.0,23139.0,65534.0,419959.0,445603.0,0,24578,296344.0
130.0,425,184781.0,873758.0,1425316.0,588,8055.0,18652.0,44217.0,429814.0,445603.0,0,174739,424449.0
131.0,174,182979.0,873758.0,1414593.0,174,3529.0,16227.0,34598.0,386672.0,445603.0,0,84610,396097.0
132.0,592,163775.0,871445.0,1407852.0,592,5025.0,13792.0,24875.0,218280.0,472012.0,0,27256,344595.0
133.0,398,191088.0,893015.0,1459522.0,1003,4504.0,14746.0,30742.0,398819.0,472012.0,0,51063,366043.0
134.0,605,187740.0,883851.0,1457192.0,1639,6466.0,17008.0,48681.0,414016.0,473102.0,1370,153639,428051.0
135.0,599,182809.0,864670.0,1430681.0,1318,5388.0,11940.0,43994.0,388652.0,478118.0,5103,88686,420096.0
136.0,636,201323.0,891073.0,1469278.0,1975,5432.0,12905.0,40215.0,397843.0,468049.0,605,60099,396446.0
137.0,135,234360.0,892899.0,1471915.0,771,6317.0,16927.0,43386.0,400040.0,473065.0,0,55710,370886.0
138.0,908,261062.0,891936.0,1493160.0,2618,7241.0,22874.0,32760.0,368567.0,477862.0,97,103598,376534.0
139.0,369,371622.0,938325.0,1573115.0,369,15616.0,30305.0,63437.0,394189.0,475456.0,97,138938,368091.0
140.0,81,304697.0,905878.0,1539261.0,415,16313.0,27642.0,42837.0,387321.0,474823.0,334,73121,349851.0
141.0,334,305377.0,904469.0,1511755.0,949,15921.0,20925.0,33496.0,383171.0,473555.0,1684,81617,353136.0
142.0,9278,359873.0,935263.0,1544994.0,9278,12332.0,29116.0,76523.0,395852.0,462697.0,0,52771,319248.0
143.0,534,347318.0,926902.0,1547165.0,1222,13989.0,21818.0,39392.0,381145.0,463883.0,334,68116,354018.0
144.0,354,263419.0,891312.0,1462156.0,888,10760.0,18919.0,24299.0,362893.0,456255.0,0,35109,291020.0
145.0,260,217853.0,876110.0,1443214.0,260,12101.0,18871.0,23669.0,358043.0,455517.0,0,25381,318954.0
146.0,272,106017.0,825004.0,1358778.0,272,1601.0,11828.0,19779.0,320618.0,446036.0,0,14849,205379.0
147.0,1069,183875.0,868681.0,1444475.0,1069,6561.0,17367.0,24576.0,350738.0,472878.0,334,23034,307470.0
148.0,1835,187403.0,869492.0,1511013.0,1835,6034.0,9683.0,22241.0,310269.0,474051.0,0,19640,216098.0
149.0,1476,190860.0,869857.0,1511013.0,1476,1812.0,7761.0,11366.0,147533.0,472780.0,0,11742,308338.0
150.0,1710,327030.0,935243.0,1596841.0,2618,7203.0,21472.0,35643.0,374082.0,475512.0,97,91958,354822.0
151.0,97,279743.0,908458.0,1570557.0,97,6961.0,19637.0,31014.0,347603.0,477098.0,3270,200372,390184.0
152.0,114,197517.0,871879.0,1453222.0,114,4400.0,11813.0,30635.0,305200.0,476721.0,0,11598,323352.0
153.0,54,195147.0,870513.0,1520224.0,321,4568.0,9631.0,22020.0,174809.0,480082.0,382,71892,360755.0
154.0,229,182343.0,864028.0,1494860.0,336,3227.0,8702.0,21527.0,178476.0,477801.0,245,46628,367233.0
155.0,38,187970.0,865204.0,1512487.0,377,3227.0,9958.0,14442.0,167066.0,481727.0,285,18138,343491.0
156.0,15,152331.0,855781.0,1415110.0,323,3434.0,11850.0,15598.0,167715.0,481727.0,486,29718,349736.0
157.0,41,101048.0,838898.0,1401106.0,94,1861.0,9646.0,15947.0,165014.0,481727.0,460,23772,343740.0
158.0,108,144735.0,850822.0,1423852.0,108,1324.0,11850.0,26246.0,174830.0,477862.0,0,20622,311723.0
159.0,124,110110.0,836069.0,1400514.0,124,3536.0,6996.0,16250.0,161641.0,479410.0,1424,50800,346862.0
160.0,83,144176.0,852652.0,1377952.0,682,3965.0,9506.0,25299.0,267192.0,478686.0,599,24452,332393.0
161.0,251,150243.0,833740.0,1384687.0,612,4142.0,9715.0,22777.0,306996.0,473505.0,960,29695,345691.0
162.0,361,149074.0,860377.0,1398626.0,1619,4227.0,11039.0,22417.0,231284.0,479858.0,2322,127991,382037.0
163.0,137,78407.0,707667.0,1284193.0,137,603.0,2222.0,5828.0,100571.0,467204.0,0,125,18033.0
164.0,341,138112.0,851952.0,1423971.0,341,4882.0,9803.0,27922.0,157163.0,480471.0,361,19118,257206.0
165.0,1007,174942.0,861447.0,1412089.0,1368,5320.0,11379.0,27835.0,314125.0,479290.0,1681,218774,452827.0
166.0,597,158924.0,871666.0,1427391.0,780,4963.0,13816.0,20733.0,181037.0,475292.0,1007,55460,374300.0
167.0,183,164812.0,868022.0,1443992.0,780,4810.0,14583.0,21854.0,174320.0,475292.0,514,50836,341660.0
168.0,514,130816.0,840740.0,1436113.0,514,5273.0,12710.0,20733.0,140546.0,474677.0,183,15827,278764.0
169.0,970,145195.0,833177.0,1411403.0,970,8133.0,13153.0,23598.0,199616.0,451421.0,0,20735,369027.0
170.0,1645,141398.0,807438.0,1345843.0,1645,5482.0,16516.0,28587.0,295589.0,445603.0,0,244426,418625.0
171.0,466,160024.0,791896.0,1330053.0,466,5191.0,15595.0,38976.0,403554.0,445603.0,0,109135,396143.0
172.0,609,135209.0,760964.0,1308593.0,609,6644.0,16907.0,29265.0,328740.0,441438.0,0,63068,392597.0
173.0,190,95648.0,682993.0,1283916.0,1200,6122.0,15753.0,26422.0,189830.0,441438.0,0,24602,229476.0
174.0,228,104987.0,740048.0,1259738.0,605,3715.0,9601.0,29212.0,381325.0,437252.0,1096,23336,290596.0
175.0,1096,160834.0,780258.0,1291061.0,1473,5471.0,18428.0,45409.0,406775.0,439370.0,3639,127083,388856.0
176.0,377,104087.0,750356.0,1282415.0,2789,6967.0,15796.0,38296.0,376798.0,442736.0,2184,45163,357146.0
177.0,1088,97336.0,732323.0,1278619.0,1465,6560.0,15486.0,30548.0,305143.0,442736.0,5089,39635,369061.0
178.0,372,77867.0,646343.0,1228295.0,372,3933.0,8837.0,18232.0,165883.0,429691.0,0,12251,81236.0
179.0,293,60621.0,603449.0,1176423.0,543,3421.0,6840.0,12842.0,113240.0,430611.0,448,10496,101849.0
180.0,250,56819.0,604987.0,1176423.0,741,1068.0,4932.0,11554.0,94371.0,430351.0,293,9476,90581.0
181.0,198,59570.0,602464.0,1189297.0,448,1961.0,5063.0,12094.0,79546.0,432542.0,293,12862,177512.0
182.0,327,54481.0,629776.0,1255147.0,617,3361.0,5592.0,12606.0,75266.0,430171.0,290,8509,125752.0
183.0,290,63320.0,617404.0,1214737.0,617,4802.0,8408.0,13881.0,86271.0,442203.0,327,13643,226744.0
184.0,603,70295.0,619232.0,1229992.0,1613,5771.0,10101.0,16743.0,124553.0,440635.0,0,15747,179280.0
185.0,1010,92598.0,671323.0,1276895.0,1803,7584.0,15814.0,23515.0,175517.0,441438.0,1088,22620,254709.0
186.0,1400,74290.0,637402.0,1254494.0,1400,4920.0,11716.0,16082.0,110385.0,441218.0,0,8618,237688.0
187.0,681,105607.0,774921.0,1352978.0,681,6691.0,13244.0,19543.0,128487.0,447229.0,0,10686,229046.0
188.0,2668,110686.0,795934.0,1378201.0,2668,4975.0,12207.0,20582.0,133002.0,451458.0,0,14739,294354.0
189.0,142,78878.0,760454.0,1377718.0,142,3491.0,6295.0,15221.0,82344.0,451421.0,0,13044,271510.0
190.0,540,71185.0,706522.0,1344203.0,540,1221.0,8992.0,17838.0,75669.0,458022.0,0,3639,31208.0
191.0,355,103234.0,799563.0,1425482.0,355,3206.0,6368.0,17069.0,68596.0,441331.0,0,4443,231705.0
192.0,1472,76749.0,743902.0,1373972.0,1472,3612.0,9991.0,17979.0,56747.0,287486.0,0,5405,203493.0
193.0,1621,71031.0,715714.0,1355739.0,1621,4686.0,9450.0,15439.0,54291.0,269386.0,0,5940,37458.0
194.0,2830,74554.0,710078.0,1440555.0,2830,4440.0,13362.0,20596.0,53264.0,220445.0,0,5325,26331.0
195.0,164,86570.0,756737.0,1410244.0,365,2500.0,7576.0,11764.0,48543.0,211761.0,0,4176,27651.0
196.0,201,73947.0,706034.0,1438691.0,365,3503.0,6431.0,13773.0,48326.0,180204.0,0,6594,24010.0
197.0,308,64456.0,680719.0,1339014.0,308,4128.0,6077.0,17089.0,48697.0,166467.0,0,7702,29843.0
198.0,625,113384.0,763073.0,1504111.0,1465,5292.0,12554.0,19287.0,68850.0,163252.0,840,9855,34502.0
199.0,840,92020.0,690172.0,1456612.0,1465,2154.0,12189.0,14598.0,60997.0,137906.0,625,11427,162986.0
200.0,2875,95531.0,693459.0,1396216.0,2875,8955.0,15212.0,22192.0,89556.0,246319.0,0,12092,238228.0
201.0,476,125162.0,792805.0,1420285.0,476,9119.0,13496.0,22191.0,95355.0,428182.0,0,20161,310229.0
202.0,200,99556.0,773301.0,1364960.0,200,2232.0,11886.0,17618.0,94358.0,464103.0,0,476,23582.0
203.0,1117,95685.0,771111.0,1389325.0,1117,3214.0,12330.0,22142.0,78416.0,444508.0,0,9702,72280.0
204.0,1215,128057.0,839705.0,1454848.0,1215,2370.0,9535.0,22513.0,98259.0,478804.0,0,106242,427389.0
205.0,76,97290.0,772951.0,1361450.0,76,2130.0,4299.0,12432.0,112079.0,470484.0,0,11118,204457.0
206.0,49,56649.0,661001.0,1297300.0,49,186.0,262.0,9201.0,65439.0,420954.0,0,137,5867.0
207.0,1055,129196.0,848685.0,1420025.0,1055,1502.0,3698.0,19383.0,115312.0,477010.0,0,7622,109441.0
208.0,7561,89595.0,724283.0,1428301.0,0,7561.0,7561.0,9577.0,81328.0,404118.0,0,0,0.0
209.0,376,116763.0,737435.0,1511208.0,376,2544.0,6040.0,7232.0,76423.0,149408.0,0,0,5402.0
210.0,683,128092.0,832385.0,1600860.0,683,2604.0,4854.0,36843.0,79276.0,177601.0,0,3496,27837.0
211.0,1545,125667.0,782776.0,1592814.0,1545,2228.0,26241.0,33938.0,87558.0,146845.0,0,4119,20528.0
212.0,20591,88766.0,696975.0,1494084.0,0,20591.0,23991.0,30670.0,79637.0,134516.0,0,0,0.0
213.0,796,98209.0,670196.0,1491459.0,796,1223.0,10589.0,38625.0,74549.0,129722.0,0,3436,29017.0
214.0,427,108324.0,690602.0,1516300.0,427,3849.0,9319.0,21266.0,75406.0,134764.0,0,7639,27509.0
215.0,1485,97249.0,682929.0,1459497.0,1485,4239.0,10138.0,19867.0,77566.0,155288.0,0,3496,25348.0
216.0,1951,97506.0,663046.0,1428864.0,1951,6311.0,11563.0,19980.0,82207.0,167391.0,0,26302,325173.0
217.0,2813,101071.0,695227.0,1443648.0,2813,6528.0,10677.0,19582.0,72519.0,177305.0,0,6419,37241.0
218.0,706,97493.0,667981.0,1469388.0,706,2287.0,7185.0,17953.0,68593.0,124647.0,0,0,8968.0
219.0,440,91342.0,682734.0,1425375.0,440,2860.0,10812.0,14782.0,62200.0,133478.0,0,1465,13279.0
220.0,193,90289.0,677591.0,1423062.0,193,2154.0,7124.0,14782.0,62200.0,133009.0,0,1988,7513.0
221.0,56,61999.0,670168.0,1411650.0,56,2657.0,2657.0,13013.0,39433.0,111197.0,0,1658,7039.0
222.0,503,62075.0,676232.0,1361311.0,503,559.0,2657.0,10272.0,35957.0,104029.0,0,0,4498.0
223.0,802,35988.0,604297.0,1247929.0,0,802.0,1014.0,1517.0,24405.0,75499.0,0,0,1075.0
224.0,212,37390.0,611557.0,1255651.0,0,212.0,1075.0,2532.0,21884.0,69437.0,0,0,863.0
225.0,863,20953.0,527015.0,1171093.0,0,863.0,1730.0,1730.0,6711.0,56692.0,0,0,1183.0
226.0,655,6410.0,267280.0,1011794.0,0,655.0,1518.0,2046.0,3351.0,27910.0,0,0,863.0
227.0,316,2046.0,145760.0,818222.0,0,316.0,316.0,971.0,2046.0,6005.0,0,0,0.0
228.0,47,90369.0,627595.0,1438274.0,0,47.0,514.0,6029.0,59805.0,102115.0,0,0,0.0
229.0,467,95486.0,647076.0,1458575.0,824,824.0,1220.0,8836.0,64269.0,111778.0,0,193,3014.0
230.0,985,106038.0,684093.0,1520448.0,985,2274.0,2714.0,16470.0,66718.0,115484.0,0,0,6198.0
