,HHPER,HHPERTRIP,origin,origin_dwell,origin_ST,origin_ET,trip_ET,TT,MODE
22,10447674,1044767401.0,home,16.75,14.75,7.5,7.75,0.25,walk
23,10447674,1044767411.0,school,6.4833333333333325,7.75,14.233333333333333,14.75,0.5166666666666675,walk
24,10447675,1044767501.0,home,19.383333333333333,11.366666666666667,6.75,8.0,1.25,walk
25,10447675,1044767511.0,school,2.333333333333334,8.0,10.333333333333334,11.366666666666667,1.0333333333333332,walk
26,10454903,1045490301.0,home,15.916666666666668,15.75,7.666666666666667,8.0,0.33333333333333304,walk
27,10454903,1045490311.0,school,6.916666666666666,8.0,14.916666666666666,15.75,0.8333333333333339,walk
28,10487308,1048730801.0,home,14.0,20.5,10.5,11.0,0.5,drive_alone
29,10487308,1048730811.0,school,9.0,11.0,20.0,20.5,0.5,drive_alone
30,10499081,1049908102.0,home,22.0,18.666666666666668,16.666666666666668,16.75,0.08333333333333215,walk
31,10499081,1049908112.0,school,1.8333333333333321,16.75,18.583333333333332,18.666666666666668,0.0833333333333357,walk
32,10503854,1050385401.0,home,16.166666666666664,15.333333333333334,7.5,7.833333333333333,0.33333333333333304,shared
33,10503854,1050385411.0,school,7.166666666666667,7.833333333333333,15.0,15.333333333333334,0.3333333333333339,shared
